iter	Logloss
278	0.2801021209
279	0.2800200881
280	0.2789272222
281	0.2784404184
282	0.2770762659
283	0.2766494196
284	0.2760114293
285	0.2746702921
286	0.273641068
287	0.2722050342
288	0.2721980938
289	0.2710461022
290	0.2709286993
291	0.2697632702
292	0.2696575589
293	0.2694198823
294	0.2684433343
295	0.2670569887
296	0.2657911416
297	0.264607017
298	0.2645055087
299	0.2644022706
300	0.263235492
301	0.2631977257
302	0.2621183863
303	0.2609467767
304	0.2608833278
305	0.2608753896
306	0.259526573
307	0.25952183
308	0.2593249041
309	0.2582699528
310	0.2575286235
311	0.2572673638
312	0.2572633623
313	0.2563183519
314	0.2551508932
315	0.2549186196
316	0.2537023303
317	0.2530337774
318	0.2524210147
319	0.251320126
320	0.2504782943
321	0.2504186556
322	0.2504125245
323	0.2495172798
324	0.2485518822
325	0.2484892087
326	0.2473114462
327	0.2467641479
328	0.2458620986
329	0.2451628132
330	0.2440414195
331	0.2431508576
332	0.2430598773
333	0.2430028493
334	0.2421508265
335	0.2421039233
336	0.2420875383
337	0.2410637766
338	0.2400528156
339	0.2389119798
340	0.2382739538
341	0.2382708833
342	0.2379827363
343	0.2372509009
344	0.2365309478
345	0.2353932077
346	0.2353776115
347	0.2343785839
348	0.2343757667
349	0.2333326828
350	0.2330277964
351	0.2321967804
352	0.2313257914
353	0.2305970811
354	0.2301349156
355	0.2293356467
356	0.2291503996
357	0.2281115548
358	0.227694336
359	0.2270124147
360	0.2262210299
361	0.2253115759
362	0.2243542753
363	0.2238042918
364	0.2229506368
365	0.2221830354
366	0.2216953993
367	0.2215092924
368	0.2211115705
369	0.2210369895
370	0.2201172295
371	0.2192993753
372	0.2183146341
373	0.2175463924
374	0.2166348206
375	0.2159402203
376	0.2151398015
377	0.215103303
378	0.2149145729
379	0.2142449816
380	0.2136445942
381	0.2127699697
382	0.211899485
383	0.2109999034
384	0.2104023265
385	0.2103020063
386	0.2096553073
387	0.2089578325
388	0.2082750688
389	0.2073825868
390	0.2071596603
391	0.2070006649
392	0.2068536138
393	0.2059597449
394	0.2050627711
395	0.2049947789
396	0.2042134143
397	0.2036239843
398	0.2031520487
399	0.2025073459
400	0.2018727323
401	0.2018683592
402	0.2018165897
403	0.2010217084
404	0.2004000907
405	0.1995312724
406	0.1995288047
407	0.1989149261
408	0.1981275157
409	0.1974713589
410	0.1967191107
411	0.1959272712
412	0.1951503524
413	0.1943471225
414	0.1943256545
415	0.1941314855
416	0.193577222
417	0.1927307347
418	0.1925444035
419	0.1921129915
420	0.1916511707
421	0.1913469704
422	0.1907306779
423	0.1900265837
424	0.1896531955
425	0.1887483659
426	0.1882554576
427	0.1875669091
428	0.1869037526
429	0.186563549
430	0.1857646048
431	0.185105396
432	0.1846106097
433	0.1844398845
434	0.183754684
435	0.1832604554
436	0.1827459447
437	0.1820542693
438	0.1816302523
439	0.1811078239
440	0.1810303
441	0.1803315775
442	0.1798672628
443	0.179114216
444	0.178446825
445	0.1777433647
446	0.1771664048
447	0.1765920809
448	0.1760097058
449	0.1754072727
450	0.1748975334
451	0.1742808348
452	0.1742464256
453	0.1737321084
454	0.1733407924
455	0.1728013184
456	0.1721331562
457	0.1717002968
458	0.171107327
459	0.1705397116
460	0.169969787
461	0.169499705
462	0.169282809
463	0.1689879173
464	0.1686732004
465	0.1681758203
466	0.167647425
467	0.1674123949
468	0.1667921163
469	0.1664558135
470	0.1664250932
471	0.165831415
472	0.1653617336
473	0.1647134768
474	0.1643980721
475	0.1640619077
476	0.1634170183
477	0.1631406409
478	0.1626210972
479	0.1625474073
480	0.1623823564
481	0.1623339333
482	0.1618248045
483	0.1613078226
484	0.1607061701
485	0.1606831673
486	0.1601989573
487	0.159637798
488	0.1590890837
489	0.1585971328
490	0.1580293494
491	0.1575733714
492	0.157086689
493	0.1567176557
494	0.1562587155
495	0.1560811523
496	0.1555978417
497	0.1554872216
498	0.1554516438
499	0.1549759558
500	0.1545878329
501	0.1545093922
502	0.1540831101
503	0.153596381
504	0.1531148128
505	0.1525326261
506	0.1520253497
507	0.1516437102
508	0.1511068755
509	0.1507415759
510	0.1502712601
511	0.1499133094
512	0.1496965792
513	0.1492844959
514	0.1487539556
515	0.1487473044
516	0.1483388299
517	0.147817285
518	0.1478013047
519	0.1473534318
520	0.1470173648
521	0.1466579697
522	0.1462460094
523	0.1458038344
524	0.1452951077
525	0.1449240702
526	0.1444387213
527	0.1440247636
528	0.1436115325
529	0.143182493
530	0.1431087404
531	0.1426791168
532	0.1426716459
533	0.1424026464
534	0.1420106619
535	0.1415861587
536	0.1410905805
537	0.140789103
538	0.1403795253
539	0.1400069767
540	0.1395679393
541	0.1391358008
542	0.1386730129
543	0.1382264933
544	0.1379012634
545	0.1374905876
546	0.1371300353
547	0.1366396498
548	0.1364664763
549	0.1361064198
550	0.1356597699
551	0.1353724857
552	0.1349573747
553	0.134567315
554	0.1341302787
555	0.1339016985
556	0.1334900735
557	0.1333729276
558	0.1332246127
559	0.1328147818
560	0.1324657794
561	0.1323206456
562	0.1319222356
563	0.1317612621
564	0.1313624233
565	0.1309839899
566	0.1306369312
567	0.1301894533
568	0.1297884928
569	0.1292855402
570	0.1289316696
571	0.1286407015
572	0.1282987112
573	0.1278966322
574	0.1275364463
575	0.1273459838
576	0.1269709341
577	0.1265761214
578	0.126199562
579	0.125824234
580	0.1254409419
581	0.1251419187
582	0.1249122944
583	0.1245480381
584	0.1241950594
585	0.1238151888
586	0.1235754317
587	0.1232055994
588	0.1228397221
589	0.1224409038
590	0.1220908742
591	0.1220134957
592	0.1216258758
593	0.1213000241
594	0.1209200855
595	0.1206584869
596	0.1203493954
597	0.1199480691
598	0.1196084482
599	0.1193478712
600	0.1190723165
601	0.1187488561
602	0.1184724899
603	0.1181736452
604	0.1178310067
605	0.1175500015
606	0.1173414019
607	0.1170045192
608	0.1166998733
609	0.1163763993
610	0.1160726827
611	0.1157847175
612	0.1154768403
613	0.1151234765
614	0.1149188595
615	0.1146535686
616	0.1144338622
617	0.1140769111
618	0.1138864584
619	0.1134969237
620	0.1132983646
621	0.1130074377
622	0.1127111407
623	0.1123691354
624	0.1120568321
625	0.1117449879
626	0.111528764
627	0.1111924673
628	0.1109762708
629	0.1107180752
630	0.1104219512
631	0.1102290383
632	0.1099068709
633	0.1096673377
634	0.1093808517
635	0.1090430148
636	0.1087483642
637	0.1085216759
638	0.1082886172
639	0.1079689927
640	0.1077054838
641	0.1074211465
642	0.1071463434
643	0.1068401543
644	0.1064533575
645	0.1061698612
646	0.105911523
647	0.1056825422
648	0.105403122
649	0.1050794571
650	0.104821848
651	0.1045661174
652	0.1043370678
653	0.1040923453
654	0.1037942825
655	0.1035224399
656	0.1032489937
657	0.1030133697
658	0.1027892145
659	0.1025324901
660	0.102254035
661	0.1019656716
662	0.1017388888
663	0.1014638373
664	0.1012387028
665	0.1009723656
666	0.1007701282
667	0.1005072918
668	0.1002408969
669	0.09998270454
670	0.09970517001
671	0.09942645666
672	0.09917261713
673	0.09889053344
674	0.09863617963
675	0.09837089518
676	0.09818640139
677	0.09794417464
678	0.09766169775
679	0.09734538441
680	0.09710850667
681	0.09685548467
682	0.09656580047
683	0.09634030224
684	0.09607310793
685	0.09586356343
686	0.09564108298
687	0.09540991925
688	0.09515969268
689	0.094918908
690	0.09467130005
691	0.09443648488
692	0.09427147989
693	0.09406371962
694	0.09386331017
695	0.09371733295
696	0.09347538221
697	0.09321039895
698	0.0929922624
699	0.0927149131
700	0.09255429171
701	0.09232890295
702	0.09212187651
703	0.09187551426
704	0.0916870892
705	0.09142408065
706	0.09123880535
707	0.09105678373
708	0.09082389853
709	0.09063740027
710	0.09051032578
711	0.090275776
712	0.09005200564
713	0.08988119103
714	0.08970093484
715	0.0895001995
716	0.08925727913
717	0.08901238267
718	0.08884543874
719	0.08866584336
720	0.08847967848
721	0.08827558475
722	0.08808422324
723	0.08784688501
724	0.08761628267
725	0.08744246412
726	0.08723420403
727	0.08701119027
728	0.08681436713
729	0.08660364424
730	0.08639732359
731	0.08618337123
732	0.08600676308
733	0.08581489495
734	0.08562890022
735	0.08540210359
736	0.0851854949
737	0.08497667091
738	0.08477509605
739	0.0845571351
740	0.08434043753
741	0.08419475175
742	0.08398819835
743	0.08381669705
744	0.0836272884
745	0.0834481878
746	0.08324895585
747	0.08304949387
748	0.08285399967
749	0.08267577442
750	0.08248834919
751	0.0823584312
752	0.08217907411
753	0.08197918518
754	0.08179710997
755	0.08159681121
756	0.08140950046
757	0.08123808549
758	0.08106173073
759	0.08086107673
760	0.08069339763
761	0.08049560253
762	0.08032795503
763	0.08017714612
764	0.08000491555
765	0.07984285623
766	0.07971543591
767	0.07954415166
768	0.07934002391
769	0.07922299498
770	0.07902012392
771	0.07881267766
772	0.07865346166
773	0.07849381538
774	0.0783406828
775	0.0781756558
776	0.07801079144
777	0.07789057318
778	0.07772237126
779	0.0775861576
780	0.07742684519
781	0.0772848344
782	0.07711561791
783	0.07696530851
784	0.07684498858
785	0.07668088426
786	0.07650392154
787	0.07637175297
788	0.07621350021
789	0.07604525995
790	0.07591009104
791	0.07574236459
792	0.07559160003
793	0.07544143544
794	0.07530356515
795	0.07517604756
796	0.07501772622
797	0.07483896039
798	0.07464964416
799	0.07450143482
800	0.07436563052
801	0.0742166144
802	0.07404488648
803	0.07388965888
804	0.07373926785
805	0.07358911147
806	0.07344031287
807	0.07327516489
808	0.07313909538
809	0.07299544871
810	0.0728072161
811	0.0726395125
812	0.07247665867
813	0.07233010399
814	0.07220065763
815	0.07207499928
816	0.071946659
817	0.0717861173
818	0.07165299589
819	0.07151610497
820	0.07136957613
821	0.07124851407
822	0.0711041833
823	0.07095771221
824	0.07080160845
825	0.07065752137
826	0.07050773664
827	0.07037329679
828	0.07020883342
829	0.07010151743
830	0.06994946833
831	0.06983534953
832	0.06968491174
833	0.06955654706
834	0.0694444803
835	0.06931095183
836	0.06919755321
837	0.06908862153
838	0.06893829281
839	0.06880440881
840	0.06868230013
841	0.06854424298
842	0.0684173212
843	0.0682797496
844	0.06816683677
845	0.06804749883
846	0.06792465879
847	0.06780377504
848	0.0676870534
849	0.06757876903
850	0.06744271307
851	0.06731969232
852	0.06718855953
853	0.06706587421
854	0.06692730183
855	0.06680162304
856	0.06665719666
857	0.06653703522
858	0.06641552269
859	0.06630628081
860	0.06616202339
861	0.06604629843
862	0.0658803489
863	0.06576270438
864	0.06562642638
865	0.06548773774
866	0.06537152425
867	0.06524267768
868	0.06512818358
869	0.06503877611
870	0.06492256421
871	0.06480192501
872	0.06468610057
873	0.06458801443
874	0.06449421228
875	0.06437452198
876	0.06428839547
877	0.06415598085
878	0.0640602541
879	0.06393895784
880	0.06381361634
881	0.06368375705
882	0.06356342874
883	0.06347113793
884	0.06335098482
885	0.06324436535
886	0.06317078006
887	0.06305126175
888	0.06293537682
889	0.06281802437
890	0.06269718435
891	0.06259891513
892	0.06247462053
893	0.06235489995
894	0.06224873086
895	0.0621377575
896	0.06204914942
897	0.06194556338
898	0.06182148332
899	0.06171658309
900	0.0616073784
901	0.06150874523
902	0.06141993479
903	0.06130185497
904	0.06121543059
905	0.06111580368
906	0.06100910252
907	0.06090129694
908	0.06078783038
909	0.06069395804
910	0.0605685349
911	0.06047564527
912	0.0603727405
913	0.06026498988
914	0.06015369424
915	0.06006462801
916	0.05995069816
917	0.05985421598
918	0.05973648108
919	0.05964846033
920	0.05954130286
921	0.05942576172
922	0.05934186637
923	0.05924075231
924	0.05914424806
925	0.05906647812
926	0.05897002904
927	0.0588797588
928	0.05878866787
929	0.05868766975
930	0.05858910071
931	0.05849200261
932	0.05839774641
933	0.0582937266
934	0.05822028109
935	0.05812644581
936	0.05803354076
937	0.05794540502
938	0.05783869418
939	0.05773683443
940	0.05764694871
941	0.05753950477
942	0.05744804414
943	0.05734611355
944	0.05725735968
945	0.05715171952
946	0.05705555468
947	0.05695214376
948	0.05685457555
949	0.05673869736
950	0.05664368976
951	0.05655129639
952	0.0564311142
953	0.05633431118
954	0.05623237595
955	0.05615066748
956	0.05605917582
957	0.05596571583
958	0.0558894751
959	0.05578739326
960	0.05569622715
961	0.0556073321
962	0.05551045818
963	0.05540800611
964	0.05532037537
965	0.05521976129
966	0.05514420578
967	0.05507536792
968	0.05497365837
969	0.05487830976
970	0.05482107668
971	0.05474119608
972	0.05464623526
973	0.05456040408
974	0.05446971634
975	0.05437130216
976	0.0543010159
977	0.05421820364
978	0.054135538
979	0.05405268123
980	0.05396507141
981	0.05389651562
982	0.05383429506
983	0.05374326957
984	0.05366062146
985	0.05358479232
986	0.05350667325
987	0.05342609002
988	0.05334358299
989	0.05325784548
990	0.05316074718
991	0.0530767168
992	0.05297606372
993	0.05292298216
994	0.05284276016
995	0.05276428328
996	0.05269196559
997	0.05261933189
998	0.05253589824
999	0.05246247242
